Year,Event,Gender
1912,DivingSpringboard,M
1928,WrestlingLightHeavyweightGrecoRoman,M
1976,SpeedSkating1000metres,F
1976,SpeedSkating1500metres,F
1976,SpeedSkating3000metres,F
1912,Athletics4x100metresRelay,M
1928,WrestlingWelterweightFreestyle,M
1908,ArcheryDoubleNationalRound,F
2016,JudoHalfHeavyweight,M
1952,Athletics3000metresSteeplechase,M
1924,CyclingTeamPursuit4000metres,M
1968,Swimming100metresButterfly,F
1968,Swimming200metresIndividualMedley,F
1968,Swimming4x100metresMedleyRelay,F
2004,SailingMixedOnePersonDinghy,X
1972,BoxingLightMiddleweight,M
1956,Swimming100metresFreestyle,M
1956,Swimming4x200metresFreestyleRelay,M
2008,Swimming1500metresFreestyle,M
1988,Swimming100metresBreaststroke,F
1988,Swimming200metresBreaststroke,F
1988,Swimming200metresIndividualMedley,F
1988,Swimming400metresIndividualMedley,F
1992,JudoHalfMiddleweight,F
2000,TableTennisDoubles,M
1972,BoxingLightFlyweight,M
2000,JudoHalfMiddleweight,M
2016,Athletics50kilometresWalk,M
1972,LugeSingles,M
1972,LugeMixedsDoubles,M
1968,RowingCoxedEights,M
1996,FencingepeeIndividual,F
1996,FencingepeeTeam,F
2000,FencingFoilIndividual,F
1984,ModernPentathlonIndividual,M
1984,ModernPentathlonTeam,M
1960,EquestrianismMixedJumpingTeam,X
1968,EquestrianismMixedJumpingTeam,X
1976,VolleyballVolleyball,F
2000,CanoeingKayakFours500metres,F
1996,AthleticsJavelinThrow,F
1956,Swimming400metresFreestyle,F
2000,WeightliftingMiddleweight,M
1996,BoxingMiddleweight,M
2008,CyclingTeamPursuit4000metres,M
2012,CyclingTeamPursuit4000metres,M
2012,CyclingOmnium,M
1964,Swimming400metresFreestyle,M
1964,Swimming1500metresFreestyle,M
1992,Swimming200metresButterfly,F
1972,Swimming100metresBackstroke,M
1972,Swimming200metresBackstroke,M
1976,Swimming100metresButterfly,M
1924,RugbyRugby,M
1972,WrestlingLightFlyweightFreestyle,M
2000,Swimming1500metresFreestyle,M
1932,Swimming4x100metresFreestyleRelay,F
2012,BoxingLightweight,F
1928,WrestlingFeatherweightGrecoRoman,M
1988,Swimming100metresFreestyle,F
2012,Athletics20kilometresWalk,M
2016,Athletics20kilometresWalk,M
1984,RowingCoxlessPairs,F
1988,RowingCoxlessPairs,F
1952,CyclingTandemSprint2000metres,M
1964,CrossCountrySkiing4x10kilometresRelay,M
1988,DivingPlatform,M
1968,LugeSingles,M
1976,LugeSingles,M
1976,LugeMixedsDoubles,M
1988,BasketballBasketball,F
1956,WrestlingMiddleweightFreestyle,M
1900,EquestrianismMixedHacksAndHunterCombined,X
1960,AthleticsHighJump,F
2000,BadmintonMixedDoubles,X
2000,BadmintonDoubles,M
2002,FigureSkatingMixedPairs,X
1980,AlpineSkiingDownhill,F
1908,AthleticsPoleVault,M
1984,FencingSabreTeam,M
2008,BoxingFeatherweight,M
2016,BoxingWelterweight,M
1936,AthleticsHighJump,F
1964,Athletics4x100metresRelay,F
1948,ArtCompetitionsMixedArchitectureUnknownEvent,X
1924,ArtCompetitionsMixedLiterature,X
1920,CyclingRoadRaceIndividual,M
1920,CyclingRoadRaceTeam,M
1932,WrestlingFeatherweightFreestyle,M
1976,Cycling100kilometresTeamTimeTrial,M
2000,JudoHalfLightweight,M
1920,TennisSingles,F
1920,TennisDoubles,F
1980,DivingSpringboard,F
1912,TennisSingles,M
2012,AthleticsPoleVault,M
2016,AthleticsPoleVault,M
1920,SailingMixed10metres,X
1948,WrestlingBantamweightGrecoRoman,M
1968,Athletics1500metres,M
1936,Athletics400metresHurdles,M
1968,Swimming100metresBreaststroke,M
1968,Swimming200metresBreaststroke,M
1972,Swimming200metresIndividualMedley,M
1980,JudoHalfLightweight,M
1936,WrestlingLightHeavyweightGrecoRoman,M
1960,EquestrianismThreeDayEventIndividual,M
1960,EquestrianismThreeDayEventTeam,M
1956,CyclingSprint,M
1956,Cycling1000metresTimeTrial,M
1960,CyclingSprint,M
1960,Cycling1000metresTimeTrial,M
1992,WrestlingMiddleweightGrecoRoman,M
1996,WrestlingMiddleweightGrecoRoman,M
2016,BoxingLightFlyweight,M
2004,FencingSabreIndividual,F
1932,EquestrianismThreeDayEventIndividual,M
1932,EquestrianismThreeDayEventTeam,M
1948,BoxingLightweight,M
1924,AthleticsPentathlon,M
1996,CyclingMountainbikeCrossCountry,M
1920,ShootingTrap,M
1920,ShootingTrapTeam,M
1960,AthleticsShotPut,M
1964,AthleticsDiscusThrow,M
2000,BoxingHeavyweight,M
2004,BoxingLightHeavyweight,M
1992,RowingQuadrupleSculls,M
2012,BoxingSuperHeavyweight,M
1992,AthleticsPoleVault,M
2008,ModernPentathlonIndividual,F
2012,ModernPentathlonIndividual,F
1984,AlpineSkiingDownhill,M
1992,WrestlingFeatherweightGrecoRoman,M
2004,WrestlingWelterweightGrecoRoman,M
2000,JudoMiddleweight,F
2004,JudoMiddleweight,F
1984,Athletics4x100metresRelay,F
1932,BobsleighTwo,M
1924,ModernPentathlonIndividual,M
1964,ShootingSmallBoreRifleThreePositions50metres,M
1980,Swimming4x100metresFreestyleRelay,F
1984,Swimming100metresFreestyle,F
1952,Athletics100metres,F
1956,Athletics100metres,F
1956,Athletics200metres,F
1956,Athletics4x100metresRelay,F
2008,Athletics4x100metresRelay,M
1984,AlpineSkiingDownhill,F
1988,AlpineSkiingSuperG,F
2012,AthleticsShotPut,M
2000,SailingTwoPersonDinghy,F
2004,SailingTwoPersonDinghy,F
1976,DivingSpringboard,M
2004,CyclingRoadRaceIndividual,F
2008,CyclingRoadRaceIndividual,F
2008,CyclingIndividualTimeTrial,F
2016,CyclingIndividualTimeTrial,F
1936,WrestlingLightweightFreestyle,M
1948,Swimming200metresBreaststroke,F
2008,Swimming100metresBackstroke,M
1988,SailingTwoPersonDinghy,M
1956,RowingCoxedPairs,M
1996,CyclingIndividualPursuit3000metres,F
1996,CyclingPointsRace,F
2000,CyclingIndividualTimeTrial,F
2000,CyclingIndividualPursuit3000metres,F
2000,CyclingPointsRace,F
2004,CyclingIndividualTimeTrial,F
2012,CyclingTeamPursuit,F
1952,Athletics200metres,F
2014,BobsleighTwo,M
2014,BobsleighFour,M
1980,JudoExtraLightweight,M
1912,TennisSingles,F
1912,TennisMixedDoubles,X
2000,SailingMixedSkiff,X
1992,Swimming400metresFreestyle,F
1992,Swimming800metresFreestyle,F
1906,Cycling5000metres,M
1968,WeightliftingLightHeavyweight,M
1984,SkiJumpingNormalHillIndividual,M
1906,TugOfWarTugOfWar,M
1906,WrestlingHeavyweightGrecoRoman,M
2008,ArcheryTeam,F
1920,TugOfWarTugOfWar,M
1992,WeightliftingBantamweight,M
1988,Swimming200metresButterfly,F
1992,Swimming200metresFreestyle,F
1920,WeightliftingLightweight,M
1992,AthleticsHeptathlon,F
1972,Athletics20kilometresWalk,M
2012,GymnasticsIndividualAllAround,M
2012,GymnasticsPommelledHorse,M
1984,AthleticsJavelinThrow,M
1972,Biathlon20kilometres,M
1972,Biathlon4x75kilometresRelay,M
1992,FencingFoilTeam,M
1996,FencingFoilTeam,M
2004,SailingTwoPersonKeelboat,M
1968,Athletics110metresHurdles,M
1976,BoxingMiddleweight,M
1988,ShootingRapidFirePistol25metres,M
1964,JudoLightweight,M
1968,FencingFoilTeam,F
1920,AthleticsMarathon,M
1968,Swimming200metresFreestyle,F
2004,CyclingPointsRace,M
2008,CyclingPointsRace,M
1936,BoxingFeatherweight,M
2010,CrossCountrySkiing30kilometres,F
2004,Athletics200metres,F
2004,Athletics4x100metresRelay,F
1988,BoxingLightweight,M
2012,WeightliftingHeavyweight,M
2008,BoxingFlyweight,M
2000,CyclingKeirin,M
2000,CyclingTeamSprint,M
1988,WeightliftingLightHeavyweight,M
2000,Swimming4x200metresFreestyleRelay,F
1976,GymnasticsIndividualAllAround,F
1976,GymnasticsTeamAllAround,F
1976,GymnasticsFloorExercise,F
1976,GymnasticsHorseVault,F
1976,GymnasticsUnevenBars,F
1976,GymnasticsBalanceBeam,F
2012,Swimming200metresFreestyle,F
1992,BoxingLightweight,M
2000,WeightliftingLightweight,M
2016,ShootingSmallBoreRifleThreePositions50metres,F
2008,BoxingMiddleweight,M
1948,BoxingLightHeavyweight,M
1996,WeightliftingLightHeavyweight,M
2016,WeightliftingHeavyweight,F
1972,WeightliftingMiddleHeavyweight,M
1908,SailingMixed6metres,X
1920,EquestrianismDressageIndividual,M
1992,CyclingRoadRaceIndividual,F
1972,SpeedSkating3000metres,F
1964,SpeedSkating5000metres,M
2012,ShootingSportingPistol25metres,F
2016,ShootingSportingPistol25metres,F
2012,BeachVolleyballBeachVolleyball,F
1906,Athletics5mile,M
1948,AthleticsShotPut,M
2008,AthleticsJavelinThrow,M
1912,ShootingRunningTargetSingleShot,M
1912,ShootingRunningTargetSingleShotTeam,M
1912,ShootingRunningTargetDoubleShot,M
2012,TennisSingles,F
2012,TennisMixedDoubles,X
1920,IceHockeyIceHockey,M
1996,BoxingLightMiddleweight,M
2012,AthleticsLongJump,M
1992,ArcheryIndividual,F
1992,ArcheryTeam,F
2014,FigureSkatingSingles,F
1980,BoxingLightFlyweight,M
2004,TennisSingles,F
1988,JudoExtraLightweight,M
1980,ShootingMixedTrap,X
1968,Athletics4x400metresRelay,M
1956,SpeedSkating500metres,M
2010,BobsleighTwo,F
1968,LugeMixedsDoubles,M
1976,SkiJumpingNormalHillIndividual,M
1976,SkiJumpingLargeHillIndividual,M
1904,GymnasticsTeamAllAround,M
1952,CanoeingKayakSingles500metres,F
1996,WrestlingWelterweightGrecoRoman,M
1976,Athletics3000metresSteeplechase,M
1948,SkiJumpingNormalHillIndividual,M
1956,FigureSkatingMixedPairs,X
1904,Athletics110metresHurdles,M
2016,Swimming200metresIndividualMedley,M
1984,SailingMixedOnePersonDinghy,X
2008,SailingMixedMultihull,X
2004,Swimming100metresBreaststroke,F
1928,Athletics1500metres,M
1900,RowingSingleSculls,M
1956,Athletics3000metresSteeplechase,M
2004,BoxingLightweight,M
1908,Athletics800metres,M
1996,Swimming4x100metresFreestyleRelay,M
1964,CyclingIndividualPursuit4000metres,M
2016,RhythmicGymnasticsIndividual,F
2004,SailingWindsurfer,M
2016,GolfIndividual,F
1980,WrestlingFlyweightFreestyle,M
2016,TaekwondoFlyweight,M
1972,Swimming100metresBackstroke,F
1972,Swimming200metresBackstroke,F
1972,CanoeingKayakSinglesSlalom,F
1972,WrestlingLightweightFreestyle,M
1988,AthleticsPoleVault,M
2016,Swimming400metresFreestyle,F
2016,Swimming800metresFreestyle,F
1960,SpeedSkating500metres,F
1960,SpeedSkating1000metres,F
1960,SpeedSkating1500metres,F
1960,SpeedSkating3000metres,F
1964,SpeedSkating500metres,F
1964,SpeedSkating1000metres,F
1964,SpeedSkating3000metres,F
1968,SpeedSkating1000metres,F
1968,SpeedSkating1500metres,F
1968,SpeedSkating3000metres,F
2004,TaekwondoHeavyweight,M
2000,BoxingFlyweight,M
1920,EquestrianismThreeDayEventIndividual,M
1968,Athletics400metres,M
2004,CyclingIndividualPursuit4000metres,M
2008,CyclingIndividualTimeTrial,M
2000,WrestlingWelterweightFreestyle,M
1976,AlpineSkiingDownhill,F
1976,AlpineSkiingGiantSlalom,F
1976,AlpineSkiingSlalom,F
2004,JudoHalfLightweight,F
1924,AthleticsDiscusThrow,M
1936,Athletics10000metres,M
1956,AthleticsMarathon,M
1996,WeightliftingSuperHeavyweight,M
2004,WrestlingLightweightFreestyle,M
2004,WrestlingMiddleweightGrecoRoman,M
1972,CrossCountrySkiing30kilometres,M
1980,EquestrianismMixedJumpingTeam,X
2000,RhythmicGymnasticsIndividual,F
1976,ShootingMixedSkeet,X
1964,WeightliftingMiddleHeavyweight,M
1908,BoxingMiddleweight,M
2008,ShootingAirPistol10metres,F
1980,WeightliftingHeavyweightI,M
1972,WrestlingMiddleweightFreestyle,M
1908,SailingMixed12metres,X
1896,CyclingRoadRaceIndividual,M
1964,AthleticsHammerThrow,M
1952,WrestlingMiddleweightFreestyle,M
2016,AthleticsTripleJump,F
2000,EquestrianismMixedJumpingTeam,X
1952,FencingFoilIndividual,M
1956,FencingFoilIndividual,M
1956,FencingSabreIndividual,M
1928,Swimming100metresFreestyle,M
1956,GymnasticsIndividualAllAround,F
1956,GymnasticsTeamAllAround,F
1956,GymnasticsTeamPortableApparatus,F
1956,GymnasticsFloorExercise,F
1956,GymnasticsHorseVault,F
1956,GymnasticsUnevenBars,F
1956,GymnasticsBalanceBeam,F
1996,CanoeingCanadianSingles500metres,M
1996,CanoeingCanadianSingles1000metres,M
1980,Swimming1500metresFreestyle,M
1984,Swimming200metresFreestyle,M
1984,Swimming400metresFreestyle,M
1932,SailingMixedTwoPersonKeelboat,X
1908,Athletics400metres,M
1908,RacquetsSingles,M
1908,RacquetsDoubles,M
1924,Athletics4x400metresRelay,M
1988,SailingMixedMultihull,X
1996,ShootingAirPistol10metres,F
1996,ShootingSportingPistol25metres,F
1952,BoxingFlyweight,M
1948,ArtCompetitionsMixedLiteratureLyricWorks,X
2012,WeightliftingFeatherweight,M
1964,WrestlingLightweightFreestyle,M
1968,WrestlingWelterweightFreestyle,M
1952,WrestlingLightHeavyweightFreestyle,M
1956,WrestlingLightHeavyweightGrecoRoman,M
1956,WrestlingLightHeavyweightFreestyle,M
1984,ShootingAirRifle10metres,F
1988,WrestlingSuperHeavyweightFreestyle,M
1980,WrestlingLightweightGrecoRoman,M
2004,CanoeingCanadianSingles500metres,M
1988,CrossCountrySkiing4x10kilometresRelay,M
1980,JudoHalfHeavyweight,M
1992,WrestlingFlyweightFreestyle,M
1996,JudoExtraLightweight,F
1984,WrestlingLightweightFreestyle,M
1906,RowingCoxedFours,M
1924,Athletics10000metres,M
1980,BasketballBasketball,F
1948,WrestlingLightweightFreestyle,M
1984,WrestlingHeavyweightFreestyle,M
1920,HockeyHockey,M
1936,Athletics80metresHurdles,F
2008,Swimming200metresBreaststroke,F
2012,Swimming100metresBreaststroke,F
2012,Swimming200metresBreaststroke,F
2016,Swimming100metresBreaststroke,F
2012,TriathlonOlympicDistance,M
1908,MotorboatingMixedAClassOpen,X
2000,Swimming400metresFreestyle,F
2000,Swimming800metresFreestyle,F
2004,Swimming200metresFreestyle,F
2004,Swimming400metresFreestyle,F
1952,WrestlingLightHeavyweightGrecoRoman,M
1956,WrestlingMiddleweightGrecoRoman,M
1996,AthleticsHeptathlon,F
1956,Swimming400metresFreestyle,M
1956,Swimming200metresButterfly,M
2012,JudoHalfMiddleweight,M
1928,WeightliftingMiddleweight,M
1936,AthleticsJavelinThrow,M
1972,CyclingSprint,M
1988,SailingMixedOnePersonDinghy,X
2012,FencingSabreIndividual,F
2008,Swimming200metresFreestyle,F
2012,Swimming100metresBackstroke,F
2012,Swimming200metresBackstroke,F
2016,Swimming4x100metresMedleyRelay,F
2004,WrestlingSuperHeavyweightFreestyle,M
1948,DivingSpringboard,F
2006,CrossCountrySkiing15kmSkiathlon,F
1928,Swimming200metresBreaststroke,M
1992,FencingFoilIndividual,F
1992,FencingFoilTeam,F
1908,ArcheryContinentalStyle,M
1998,SpeedSkating500metres,F
1998,SpeedSkating1000metres,F
2002,SpeedSkating500metres,F
2002,SpeedSkating1000metres,F
1920,Athletics1500metres,M
1948,SpeedSkating500metres,M
1948,SpeedSkating1500metres,M
2004,Athletics4x400metresRelay,M
1980,RowingCoxlessPairs,M
1924,MilitarySkiPatrolMilitarySkiPatrol,M
2016,DivingPlatform,M
1968,CrossCountrySkiing10kilometres,F
1972,CrossCountrySkiing10kilometres,F
1928,ArtCompetitionsMixedPaintingGraphicArts,X
1992,AthleticsShotPut,F
2016,WrestlingFlyweightFreestyle,F
1920,ModernPentathlonIndividual,M
1936,ArtCompetitionsMixedLiteratureUnknownEvent,X
1900,SailingMixed051Ton,X
1948,ArtCompetitionsMixedPaintingAppliedArts,X
1936,FigureSkatingSingles,M
1928,CyclingTeamPursuit4000metres,M
1900,CroquetMixedSinglesOneBall,X
1900,CroquetMixedDoubles,X
1964,AthleticsDecathlon,M
2012,JudoHalfHeavyweight,F
1980,CrossCountrySkiing15kilometres,M
1980,CrossCountrySkiing5kilometres,F
1988,ShootingAirRifle10metres,F
2000,SailingMixedTwoPersonKeelboat,X
1952,SailingMixedTwoPersonKeelboat,X
1908,Swimming100metresBackstroke,M
1948,AlpineSkiingDownhill,F
1948,AlpineSkiingSlalom,F
1948,AlpineSkiingCombined,F
1912,SailingMixed6metres,X
1924,Athletics10kilometresWalk,M
1948,ArtCompetitionsMixedPaintingGraphicArts,X
1996,Swimming100metresBreaststroke,F
1996,Swimming200metresBreaststroke,F
2000,AthleticsHighJump,M
1964,Swimming100metresFreestyle,M
1964,Swimming4x100metresFreestyleRelay,M
1992,BoxingFlyweight,M
1948,RowingCoxedFours,M
1924,ShootingRunningTargetSingleShotTeam,M
1924,ShootingRunningTargetDoubleShotTeam,M
2000,AthleticsJavelinThrow,F
1948,Athletics4x100metresRelay,F
1936,GymnasticsTeamAllAround,F
1936,WrestlingLightHeavyweightFreestyle,M
1948,WrestlingLightHeavyweightGrecoRoman,M
2016,WeightliftingLightHeavyweight,F
2004,WeightliftingHeavyweight,M
1988,AthleticsHighJump,M
1998,LugeMixedsDoubles,M
1928,ModernPentathlonIndividual,M
1956,AthleticsDiscusThrow,F
1972,WeightliftingLightHeavyweight,M
1960,Swimming4x100metresMedleyRelay,M
1928,BoxingLightHeavyweight,M
2004,AthleticsPoleVault,M
1976,SpeedSkating500metres,F
2008,Swimming200metresBackstroke,M
2000,ShootingSkeet,F
1972,AthleticsDecathlon,M
1976,AthleticsDecathlon,M
1988,WrestlingFeatherweightFreestyle,M
2012,ArcheryTeam,F
1912,Swimming400metresFreestyle,M
1996,WrestlingWelterweightFreestyle,M
1992,Athletics10000metres,F
1988,ShootingRunningTarget50metres,M
1996,ShootingRunningTarget10metres,M
2016,Swimming200metresBackstroke,F
1992,CanoeingCanadianSinglesSlalom,M
1984,FigureSkatingMixedPairs,X
1956,WeightliftingBantamweight,M
2008,CyclingSprint,M
2008,CyclingKeirin,M
2008,CyclingTeamSprint,M
2012,CyclingSprint,M
2012,CyclingKeirin,M
2016,CyclingKeirin,M
1960,WrestlingLightweightGrecoRoman,M
1984,WrestlingWelterweightGrecoRoman,M
1988,WeightliftingMiddleHeavyweight,M
1956,FencingFoilTeam,M
1952,BobsleighTwo,M
1948,CanoeingKayakDoubles1000metres,M
1908,ShootingFreePistol50yards,M
1908,ShootingFreePistol50yardsTeam,M
2004,Athletics20kilometresWalk,F
1992,DivingSpringboard,F
1988,SynchronizedSwimmingDuet,F
2004,JudoHalfHeavyweight,M
2000,WrestlingSuperHeavyweightGrecoRoman,M
1900,FencingepeeMastersandAmateursIndividual,M
1972,Swimming100metresButterfly,M
1998,Biathlon4x75kilometresRelay,M
2012,Swimming1500metresFreestyle,M
2016,Swimming10kilometresOpenWater,M
2010,CrossCountrySkiingSprint,F
1976,SailingMixedTwoPersonDinghy,X
2014,SpeedSkating500metres,F
1976,AthleticsJavelinThrow,M
1972,Swimming200metresFreestyle,M
2000,Athletics200metres,F
2000,Athletics1500metres,F
1964,WrestlingLightHeavyweightFreestyle,M
1968,WrestlingLightHeavyweightFreestyle,M
1984,BoxingFeatherweight,M
2012,RowingLightweightDoubleSculls,F
1956,CrossCountrySkiing50kilometres,M
1996,GymnasticsTeamAllAround,M
2014,CrossCountrySkiingTeamSprint,F
1980,Swimming200metresBackstroke,M
1980,Swimming100metresBreaststroke,F
1980,Swimming400metresIndividualMedley,F
2008,BoxingLightFlyweight,M
2004,SailingThreePersonKeelboat,F
1964,WrestlingLightweightGrecoRoman,M
1960,WeightliftingBantamweight,M
1964,WeightliftingBantamweight,M
1932,BoxingMiddleweight,M
1996,Athletics200metres,F
2008,WrestlingLightweightFreestyle,M
1992,WeightliftingLightHeavyweight,M
2008,Athletics400metresHurdles,F
2000,SynchronizedSwimmingTeam,F
1952,AthleticsHighJump,M
1980,JudoMiddleweight,M
1972,Swimming400metresIndividualMedley,M
1956,EquestrianismMixedJumpingIndividual,X
1956,EquestrianismMixedJumpingTeam,X
1960,WeightliftingLightweight,M
2012,Swimming10kilometresOpenWater,M
1996,WrestlingFeatherweightGrecoRoman,M
1996,WrestlingFeatherweightFreestyle,M
2016,DivingSpringboard,M
2004,FencingepeeTeam,F
2016,RowingLightweightDoubleSculls,M
2000,AthleticsHeptathlon,F
2008,CanoeingKayakSingles500metres,F
1976,AthleticsLongJump,M
1984,BasketballBasketball,F
1996,WrestlingHeavyweightGrecoRoman,M
1936,NordicCombinedIndividual,M
1928,BoxingLightweight,M
2000,Swimming4x100metresMedleyRelay,F
2004,Swimming4x100metresMedleyRelay,F
1948,Athletics50kilometresWalk,M
1924,BoxingLightweight,M
1968,SpeedSkating500metres,F
1972,SpeedSkating1500metres,F
1912,AthleticsPoleVault,M
2008,AthleticsHighJump,M
2012,AthleticsHighJump,M
1956,DivingSpringboard,M
1956,DivingPlatform,M
1980,Athletics3000metresSteeplechase,M
1992,WrestlingLightHeavyweightGrecoRoman,M
2004,CanoeingKayakDoubles500metres,M
1984,FencingSabreIndividual,M
1964,Swimming200metresBreaststroke,F
1964,Swimming4x100metresMedleyRelay,F
1968,Swimming100metresBreaststroke,F
1968,Swimming200metresBreaststroke,F
1976,Swimming100metresFreestyle,M
1976,Swimming400metresFreestyle,F
1976,Swimming800metresFreestyle,F
2016,ShootingAirRifle10metres,M
1904,WrestlingFeatherweightFreestyle,M
2006,SpeedSkating5000metres,M
2010,SpeedSkating5000metres,M
2014,SpeedSkating5000metres,M
2014,SpeedSkating10000metres,M
2002,FigureSkatingSingles,F
2004,Swimming4x200metresFreestyleRelay,F
2000,ShootingAirPistol10metres,M
2000,ShootingFreePistol50metres,M
2004,ShootingAirPistol10metres,M
2004,ShootingFreePistol50metres,M
2012,ShootingAirPistol10metres,M
1976,FigureSkatingMixedPairs,X
1952,Athletics50kilometresWalk,M
2012,TennisDoubles,F
2016,TennisSingles,F
2016,TennisDoubles,F
2012,Swimming4x100metresMedleyRelay,F
2010,AlpineSkiingCombined,M
1992,JudoHeavyweight,M
2000,JudoHeavyweight,M
2004,JudoHeavyweight,M
1948,ArtCompetitionsMixedMusicCompositionsForOrchestra,X
2000,CanoeingKayakFours1000metres,M
2004,BadmintonDoubles,M
2008,BadmintonDoubles,M
1936,CanoeingKayakDoubles10000metres,M
1912,ShootingTrap,M
1912,ShootingTrapTeam,M
1996,JudoHalfHeavyweight,F
1976,BoxingWelterweight,M
1972,SkiJumpingLargeHillIndividual,M
1980,BobsleighFour,M
1972,RowingCoxlessPairs,M
1960,Swimming200metresButterfly,M
1972,SailingMixedOnePersonDinghy,X
1980,ShootingMixedRunningTarget50metres,X
1932,WeightliftingFeatherweight,M
1952,Swimming100metresBackstroke,M
1956,Swimming100metresBackstroke,M
1960,Athletics20kilometresWalk,M
1912,WrestlingHeavyweightGrecoRoman,M
2004,SailingMixedMultihull,X
1972,Swimming200metresButterfly,M
1936,Athletics1500metres,M
1908,ArcheryDoubleYorkRound,M
1992,AthleticsJavelinThrow,M
1996,AthleticsJavelinThrow,M
2004,AthleticsJavelinThrow,M
1952,CanoeingCanadianSingles10000metres,M
1984,CanoeingCanadianSingles500metres,M
1984,CanoeingCanadianSingles1000metres,M
1920,Athletics5000metres,M
1972,CrossCountrySkiing50kilometres,M
1936,CrossCountrySkiing50kilometres,M
1904,Athletics1500metres,M
1908,Athletics400metresHurdles,M
